time           Mn         Mw         D
876            2.05485     2.08256     1.01349
879.563        2.05478     2.08246     1.01347
880.537        2.05471     2.08235     1.01345
883.053        2.05464     2.08225     1.01344
883.447        2.05457     2.08215     1.01342
883.622        2.0545     2.08205     1.01341
883.856        2.05443     2.08195     1.01339
885.978        2.05436     2.08185     1.01338
887.563        2.05429     2.08175     1.01336
887.87         2.05422     2.08165     1.01335
888.98         2.05416     2.08155     1.01333
889.6          2.05409     2.08145     1.01332
893.303        2.05402     2.08135     1.0133
894.248        2.05395     2.08125     1.01329
894.468        2.05388     2.08115     1.01327
895.605        2.05382     2.08105     1.01326
896.53         2.05566     2.08366     1.01362
897.608        2.05559     2.08356     1.01361
901.719        2.05552     2.08346     1.01359
906.389        2.05545     2.08336     1.01358
906.478        2.05729     2.08596     1.01394
910.587        2.05721     2.08585     1.01392
910.836        2.05714     2.08575     1.01391
911.664        2.05707     2.08565     1.01389
913.652        2.057      2.08554     1.01388
914.876        2.05693     2.08544     1.01386
916.678        2.05686     2.08534     1.01384
918.95         2.05679     2.08523     1.01383
919.294        2.05672     2.08513     1.01381
919.371        2.05665     2.08503     1.0138
921.074        2.05658     2.08493     1.01378
921.831        2.05651     2.08483     1.01377
922.396        2.05832     2.08738     1.01412
923.378        2.05825     2.08728     1.01411
924.325        2.05818     2.08718     1.01409
924.469        2.0581     2.08707     1.01408
924.967        2.05803     2.08697     1.01406
925.652        2.05796     2.08687     1.01405
926.172        2.05789     2.08676     1.01403
927.535        2.05782     2.08666     1.01401
929.435        2.05775     2.08656     1.014 
930.212        2.05768     2.08646     1.01398
931.316        2.05761     2.08635     1.01397
932.723        2.05754     2.08625     1.01395
935.982        2.05747     2.08615     1.01394
938.691        2.0574     2.08605     1.01392
941.938        2.05733     2.08595     1.01391
942.931        2.05726     2.08585     1.01389
943.643        2.05719     2.08575     1.01388
944.556        2.05713     2.08565     1.01386
944.69         2.05889     2.08815     1.01421
945.285        2.05882     2.08805     1.01419
945.963        2.06363     2.09715     1.01625
947.485        2.06355     2.09704     1.01623
948.066        2.06347     2.09692     1.01621
948.717        2.06762     2.10912     1.02007
949.626        2.06754     2.10899     1.02005
950.356        2.06746     2.10887     1.02003
950.42         2.06738     2.10874     1.02  
951.142        2.0673     2.10861     1.01998
953.397        2.06722     2.10849     1.01996
955.939        2.06714     2.10836     1.01994
957.332        2.06706     2.10824     1.01992
959.261        2.06698     2.10812     1.0199
959.475        2.0669     2.10799     1.01988
961.935        2.06682     2.10787     1.01986
963.139        2.06675     2.10775     1.01984
963.428        2.06667     2.10762     1.01982
966.152        2.06659     2.1075     1.0198
967.353        2.06651     2.10738     1.01978
968.681        2.06643     2.10725     1.01976
969.835        2.06816     2.10966     1.02007
970.04         2.06988     2.11206     1.02038
970.132        2.06979     2.11193     1.02036
971.548        2.07151     2.11432     1.02066
976.305        2.07143     2.11419     1.02064
977.539        2.07135     2.11406     1.02062
977.586        2.07126     2.11393     1.0206
979.143        2.07118     2.1138     1.02058
979.905        2.0711     2.11367     1.02056
981.338        2.07101     2.11355     1.02054
981.686        2.07093     2.11342     1.02052
983.126        2.07085     2.11329     1.0205
985.899        2.07255     2.11565     1.0208
986.127        2.07246     2.11552     1.02078
986.959        2.07238     2.1154     1.02076
987.304        2.0723     2.11527     1.02074
989.031        2.07221     2.11514     1.02071
991.203        2.07213     2.11501     1.02069
991.246        2.07382     2.11735     1.02099
992.102        2.07373     2.11722     1.02097
992.418        2.07365     2.11709     1.02095
992.579        2.07356     2.11696     1.02093
992.622        2.07524     2.11929     1.02123
992.754        2.07516     2.11916     1.0212
994.548        2.07507     2.11903     1.02118
995.316        2.07499     2.1189     1.02116
995.433        2.0749     2.11877     1.02114
995.645        2.07481     2.11863     1.02112
996.574        2.07473     2.1185     1.0211
997.435        2.07464     2.11837     1.02108
998.575        2.07456     2.11824     1.02106
998.747        2.07447     2.11811     1.02104
999.058        2.07439     2.11799     1.02102
999.999        2.07431     2.11786     1.021 
1000.73        2.07422     2.11773     1.02097
1002.87        2.07588     2.12002     1.02127
1003.35        2.07579     2.11989     1.02124
1004.86        2.07571     2.11976     1.02122
1005.53        2.07562     2.11963     1.0212
1006.03        2.07554     2.1195     1.02118
1006.23        2.07545     2.11937     1.02116
1008.73        2.0771     2.12165     1.02145
1009.27        2.07701     2.12152     1.02143
1011.69        2.07692     2.12138     1.02141
1013.86        2.07684     2.12125     1.02139
1014.52        2.07675     2.12112     1.02137
1015.58        2.07666     2.12099     1.02135
1015.71        2.07658     2.12086     1.02132
1018.81        2.07649     2.12073     1.0213
1019.81        2.07641     2.1206     1.02128
1024.31        2.07632     2.12047     1.02126
1025.32        2.07624     2.12034     1.02124
1025.67        2.07615     2.12021     1.02122
1026.32        2.07607     2.12009     1.0212
1026.61        2.07598     2.11996     1.02118
1027.33        2.0759     2.11983     1.02116
1029.85        2.07582     2.1197     1.02114
1032.11        2.07573     2.11957     1.02112
1034.08        2.07565     2.11945     1.0211
1035.68        2.07557     2.11932     1.02108
1039.29        2.07548     2.11919     1.02106
1039.65        2.0754     2.11907     1.02104
1039.81        2.07532     2.11894     1.02102
1040.06        2.07523     2.11881     1.021 
1041.04        2.07515     2.11869     1.02098
1041.79        2.07507     2.11856     1.02096
1042.45        2.07499     2.11844     1.02094
1042.86        2.0749     2.11831     1.02092
1044.85        2.07482     2.11819     1.0209
1045.72        2.07474     2.11806     1.02088
1045.91        2.07466     2.11794     1.02086
1049           2.07458     2.11782     1.02084
1049.73        2.07617     2.12002     1.02112
1049.87        2.07609     2.1199     1.0211
1050.33        2.076      2.11977     1.02108
1050.48        2.07592     2.11964     1.02106
1050.79        2.07584     2.11952     1.02104
1053.93        2.07576     2.1194     1.02102
1054.17        2.07568     2.11927     1.021 
1054.2         2.07559     2.11915     1.02098
1058.94        2.07551     2.11902     1.02096
1059.07        2.07543     2.1189     1.02094
1060.44        2.07535     2.11878     1.02092
1060.81        2.07527     2.11865     1.02091
1064.5         2.07519     2.11853     1.02089
1065.08        2.07511     2.11841     1.02087
1065.25        2.07503     2.11829     1.02085
1066.7         2.07495     2.11816     1.02083
1066.91        2.07487     2.11804     1.02081
1067.69        2.07643     2.12021     1.02108
1067.71        2.07635     2.12008     1.02106
1069.29        2.07627     2.11996     1.02104
1069.63        2.07619     2.11984     1.02102
1070.1         2.0761     2.11971     1.02101
1073.4         2.07766     2.12186     1.02128
1073.76        2.07758     2.12174     1.02126
1073.99        2.07749     2.12161     1.02124
1074.11        2.07905     2.12376     1.02151
1074.15        2.07896     2.12363     1.02149
1074.66        2.07888     2.1235     1.02147
1075.11        2.07879     2.12338     1.02145
1075.87        2.07871     2.12325     1.02143
1076.95        2.07863     2.12313     1.02141
1078.37        2.07855     2.123      1.02139
1078.81        2.07846     2.12288     1.02137
