time           Conversion     Mn         Mw         D
411630         0.9513         20.5339     38.7892     1.889030.00224601     1948  
412818         0.95135        20.555     38.8648     1.890770.0022414      1946  
412834         0.9514         20.5761     38.9512     1.893030.0022368      1944  
412878         0.95145        20.5973     38.962     1.891610.00223221     1942  
413250         0.9515         20.6186     38.9698     1.890040.00222762     1940  
413617         0.95155        20.6398     39.0418     1.891580.00222303     1938  
413882         0.9516         20.6612     39.061     1.890550.00221845     1936  
414084         0.95165        20.6825     39.0631     1.88870.00221387     1934  
415610         0.9517         20.7039     39.1448     1.890690.0022093      1932  
416429         0.95175        20.7254     39.2317     1.892930.00220474     1930  
417035         0.9518         20.7469     39.2341     1.891080.00220017     1928  
417638         0.95185        20.7684     39.2601     1.890370.00219562     1926  
417930         0.9519         20.79      39.2766     1.88920.00219106     1924  
417978         0.95195        20.8117     39.2901     1.887890.00218651     1922  
418062         0.952          20.8333     39.2967     1.886240.00218197     1920  
418394         0.95205        20.8551     39.3033     1.884590.00217743     1918  
418811         0.9521         20.8768     39.6453     1.899010.0021729      1916  
420191         0.95215        20.8986     39.6525     1.897370.00216837     1914  
421022         0.9522         20.9205     39.6605     1.895770.00216384     1912  
421584         0.95225        20.9424     40.0573     1.912740.00215932     1910  
423266         0.9523         20.9644     40.0681     1.911250.00215481     1908  
423368         0.95235        20.9864     40.1081     1.911150.0021503      1906  
424491         0.9524         21.0084     40.1201     1.909720.00214579     1904  
425296         0.95245        21.0305     40.1315     1.908250.00214129     1902  
425411         0.9525         21.0526     40.1443     1.906850.0021368      1900  
426254         0.95255        21.0748     40.1578     1.905490.00213231     1898  
426718         0.9526         21.097     40.1914     1.905070.00212782     1896  
427869         0.95265        21.1193     40.242     1.905460.00212334     1894  
428207         0.9527         21.1416     40.251     1.903870.00211886     1892  
429022         0.95275        21.164     40.2713     1.902820.00211439     1890  
429155         0.9528         21.1864     40.2813     1.901280.00210992     1888  
429431         0.95285        21.2089     40.3671     1.903310.00210546     1886  
430530         0.9529         21.2314     40.4469     1.905050.002101       1884  
430562         0.95295        21.254     40.4485     1.90310.00209654     1882  
431870         0.953          21.2766     40.5547     1.906070.00209209     1880  
432329         0.95305        21.2993     40.5625     1.904410.00208765     1878  
432430         0.9531         21.322     40.5665     1.902570.00208321     1876  
432738         0.95315        21.3447     40.5725     1.900820.00207878     1874  
433016         0.9532         21.3675     40.5752     1.898920.00207435     1872  
433497         0.95325        21.3904     40.6752     1.901570.00206992     1870  
434773         0.9533         21.4133     40.686     1.900040.0020655      1868  
435093         0.95335        21.4362     40.6872     1.898060.00206108     1866  
435416         0.9534         21.4592     40.6995     1.89660.00205667     1864  
436204         0.95345        21.4823     40.7043     1.894790.00205227     1862  
436538         0.9535         21.5054     40.7451     1.894650.00204787     1860  
436557         0.95355        21.5285     40.8351     1.896790.00204347     1858  
437029         0.9536         21.5517     40.8396     1.894960.00203908     1856  
437677         0.95365        21.575     40.8452     1.893180.00203469     1854  
437892         0.9537         21.5983     40.8457     1.891160.00203031     1852  
438151         0.95375        21.6216     40.8555     1.889570.00202593     1850  
438885         0.9538         21.645     40.8681     1.888110.00202156     1848  
439343         0.95385        21.6685     40.9649     1.890530.00201719     1846  
439620         0.9539         21.692     40.9665     1.888560.00201282     1844  
439701         0.95395        21.7155     40.9685     1.88660.00200846     1842  
440109         0.954          21.7391     40.9872     1.885410.00200411     1840  
440219         0.95405        21.7628     41.0709     1.887210.00199976     1838  
440241         0.9541         21.7865     41.0752     1.885350.00199541     1836  
441861         0.95415        21.8103     41.0969     1.884290.00199107     1834  
442263         0.9542         21.8341     41.1515     1.884740.00198674     1832  
443041         0.95425        21.8579     41.1767     1.883830.00198241     1830  
443590         0.9543         21.8818     41.2537     1.885290.00197808     1828  
443820         0.95435        21.9058     41.2556     1.883320.00197376     1826  
443974         0.9544         21.9298     41.2604     1.881470.00196944     1824  
444015         0.95445        21.9539     41.3307     1.882610.00196513     1822  
444746         0.9545         21.978     41.8639     1.904810.00196083     1820  
445720         0.95455        22.0022     41.8892     1.903860.00195652     1818  
446579         0.9546         22.0264     41.902     1.902350.00195223     1816  
446639         0.95465        22.0507     41.982     1.903880.00194793     1814  
447050         0.9547         22.0751     42.0029     1.902730.00194364     1812  
447338         0.95475        22.0994     42.0649     1.903440.00193936     1810  
447565         0.9548         22.1239     42.0809     1.902060.00193508     1808  
448145         0.95485        22.1484     42.0897     1.900350.00193081     1806  
449672         0.9549         22.1729     42.0929     1.898390.00192654     1804  
449860         0.95495        22.1976     42.4421     1.912020.00192227     1802  
450640         0.955          22.2222     42.5295     1.913830.00191801     1800  
451367         0.95505        22.2469     42.5955     1.914670.00191376     1798  
451424         0.9551         22.2717     42.8455     1.923760.00190951     1796  
452195         0.95515        22.2965     42.9339     1.925590.00190526     1794  
452780         0.9552         22.3214     42.9749     1.925280.00190102     1792  
452824         0.95525        22.3464     42.9949     1.924020.00189679     1790  
452955         0.9553         22.3714     43.1377     1.928260.00189255     1788  
453159         0.95535        22.3964     43.1379     1.926110.00188833     1786  
453306         0.9554         22.4215     43.1703     1.92540.0018841      1784  
453845         0.95545        22.4467     43.5995     1.942360.00187989     1782  
454475         0.9555         22.4719     43.6073     1.940520.00187567     1780  
454875         0.95555        22.4972     43.6171     1.938780.00187147     1778  
454906         0.9556         22.5225     43.6223     1.936830.00186726     1776  
455285         0.95565        22.5479     43.6512     1.935930.00186307     1774  
455825         0.9557         22.5734     43.6855     1.935270.00185887     1772  
456204         0.95575        22.5989     43.7103     1.934180.00185468     1770  
456532         0.9558         22.6244     43.7202     1.932430.0018505      1768  
456737         0.95585        22.6501     43.7418     1.93120.00184632     1766  
456939         0.9559         22.6757     43.8406     1.933370.00184214     1764  
458536         0.95595        22.7015     43.8591     1.931990.00183797     1762  
458659         0.956          22.7273     43.8663     1.930120.00183381     1760  
460889         0.95605        22.7531     43.8883     1.928890.00182965     1758  
461598         0.9561         22.779     43.9108     1.927680.00182549     1756  
461892         0.95615        22.805     43.9129     1.925580.00182134     1754  
462083         0.9562         22.8311     44.0155     1.927880.00181719     1752  
463424         0.95625        22.8571     44.1359     1.930950.00181305     1750  
463665         0.9563         22.8833     44.1419     1.929 0.00180892     1748  
464068         0.95635        22.9095     44.1734     1.928170.00180478     1746  
465426         0.9564         22.9358     44.1926     1.92680.00180066     1744  
467257         0.95645        22.9621     44.2061     1.925180.00179653     1742  
468220         0.9565         22.9885     44.3447     1.928990.00179241     1740  
468248         0.95655        23.015     44.4932     1.933230.0017883      1738  
468284         0.9566         23.0415     44.5052     1.931530.00178419     1736  
468447         0.95665        23.0681     44.5511     1.931290.00178009     1734  
468765         0.9567         23.0947     44.5919     1.930830.00177599     1732  
469033         0.95675        23.1214     44.6429     1.930810.00177189     1730  
469157         0.9568         23.1481     44.6774     1.930060.00176781     1728  
469301         0.95685        23.175     44.78      1.932260.00176372     1726  
469798         0.9569         23.2019     44.8598     1.933460.00175964     1724  
470778         0.95695        23.2288     45.0748     1.940470.00175556     1722  
471185         0.957          23.2558     45.3443     1.94980.00175149     1720  
471849         0.95705        23.2829     45.3491     1.947740.00174743     1718  
472414         0.9571         23.31      45.3515     1.945580.00174337     1716  
473461         0.95715        23.3372     45.3911     1.945010.00173931     1714  
473839         0.9572         23.3645     45.5927     1.951370.00173526     1712  
474018         0.95725        23.3918     45.6107     1.949860.00173121     1710  
474838         0.9573         23.4192     45.6119     1.947630.00172717     1708  
475317         0.95735        23.4467     45.6713     1.947880.00172313     1706  
477106         0.9574         23.4742     45.6749     1.945750.0017191      1704  
477266         0.95745        23.5018     45.6763     1.943530.00171507     1702  
478098         0.9575         23.5294     45.7257     1.943340.00171104     1700  
478101         0.95755        23.5571     45.8797     1.947590.00170703     1698  
478244         0.9576         23.5849     45.9217     1.947080.00170301     1696  
478707         0.95765        23.6128     46.2167     1.957280.001699       1694  
479141         0.9577         23.6407     46.2319     1.955610.001695       1692  
481025         0.95775        23.6686     46.2812     1.955380.001691       1690  
481989         0.9578         23.6967     46.2904     1.953450.001687       1688  
483422         0.95785        23.7248     46.2906     1.951150.00168301     1686  
484049         0.9579         23.753     46.2954     1.949040.00167903     1684  
484126         0.95795        23.7812     46.3024     1.947020.00167504     1682  
486291         0.958          23.8095     46.4669     1.951610.00167107     1680  
487671         0.95805        23.8379     46.4704     1.949430.0016671      1678  
488620         0.9581         23.8663     46.4806     1.947540.00166313     1676  
488680         0.95815        23.8949     46.523     1.946990.00165917     1674  
488798         0.9582         23.9234     46.5392     1.945340.00165521     1672  
488836         0.95825        23.9521     46.546     1.94330.00165126     1670  
488900         0.9583         23.9808     46.5578     1.941460.00164731     1668  
488961         0.95835        24.0096     46.586     1.940310.00164337     1666  
491472         0.9584         24.0385     46.6292     1.939770.00163943     1664  
492377         0.95845        24.0674     46.6467     1.938170.00163549     1662  
492378         0.9585         24.0964     46.6502     1.935980.00163156     1660  
492825         0.95855        24.1255     46.733     1.937080.00162764     1658  
494374         0.9586         24.1546     46.7721     1.936360.00162372     1656  
494477         0.95865        24.1838     46.7776     1.934250.00161981     1654  
495069         0.9587         24.2131     46.8105     1.933270.0016159      1652  
495111         0.95875        24.2424     46.9785     1.937860.00161199     1650  
495134         0.9588         24.2718     47.0091     1.936770.00160809     1648  
495789         0.95885        24.3013     47.0649     1.936720.00160419     1646  
495816         0.9589         24.3309     47.1789     1.939050.0016003      1644  
496233         0.95895        24.3605     47.202     1.937640.00159641     1642  
497168         0.959          24.3902     47.242     1.936920.00159253     1640  
497883         0.95905        24.42      47.2552     1.93510.00158866     1638  
498183         0.9591         24.4499     47.2684     1.933280.00158478     1636  
498770         0.95915        24.4798     47.2702     1.930990.00158092     1634  
499270         0.9592         24.5098     47.3175     1.930550.00157705     1632  
499497         0.95925        24.5399     47.3637     1.930070.00157319     1630  
500198         0.9593         24.57      47.3747     1.928150.00156934     1628  
500274         0.95935        24.6002     47.4087     1.927160.00156549     1626  
501343         0.9594         24.6305     47.4177     1.925160.00156165     1624  
502587         0.95945        24.6609     47.4375     1.923590.00155781     1622  
502639         0.9595         24.6914     47.5971     1.927680.00155397     1620  
502877         0.95955        24.7219     47.6475     1.927340.00155014     1618  
502949         0.9596         24.7525     47.8275     1.932230.00154632     1616  
504562         0.95965        24.7831     47.8563     1.931 0.0015425      1614  
506068         0.9597         24.8139     47.9147     1.930960.00153868     1612  
506070         0.95975        24.8447     47.9785     1.931130.00153487     1610  
509827         0.9598         24.8756     47.9838     1.928950.00153107     1608  
509998         0.95985        24.9066     48.0762     1.930260.00152726     1606  
510612         0.9599         24.9377     48.1085     1.929150.00152347     1604  
510814         0.95995        24.9688     48.1547     1.92860.00151968     1602  
511873         0.96           25         48.2067     1.928270.00151589     1600  
512030         0.96005        25.0313     48.2259     1.926620.00151211     1598  
512884         0.9601         25.0627     48.2291     1.924340.00150833     1596  
513314         0.96015        25.0941     48.2501     1.922770.00150455     1594  
513597         0.9602         25.1256     48.4462     1.928160.00150079     1592  
514056         0.96025        25.1572     48.4566     1.926150.00149702     1590  
514318         0.9603         25.1889     48.5462     1.927280.00149326     1588  
514892         0.96035        25.2207     48.7898     1.934520.00148951     1586  
515175         0.9604         25.2525     48.8797     1.935640.00148576     1584  
515394         0.96045        25.2845     48.8888     1.933550.00148201     1582  
516586         0.9605         25.3165     48.8928     1.931270.00147827     1580  
520396         0.96055        25.3485     49.0872     1.936490.00147454     1578  
520877         0.9606         25.3807     49.0906     1.934170.00147081     1576  
521645         0.96065        25.413     49.1426     1.933760.00146708     1574  
521870         0.9607         25.4453     49.3568     1.939720.00146336     1572  
524222         0.96075        25.4777     49.4588     1.941260.00145964     1570  
524406         0.9608         25.5102     49.4816     1.939680.00145593     1568  
525322         0.96085        25.5428     49.4856     1.937360.00145223     1566  
525425         0.9609         25.5754     49.4892     1.935030.00144852     1564  
525491         0.96095        25.6082     49.5004     1.932990.00144483     1562  
527248         0.961          25.641     49.5052     1.93070.00144113     1560  
527406         0.96105        25.6739     49.6385     1.933420.00143745     1558  
528590         0.9611         25.7069     49.6532     1.931510.00143376     1556  
530079         0.96115        25.74      49.6563     1.929150.00143008     1554  
530466         0.9612         25.7732     49.7949     1.932040.00142641     1552  
530819         0.96125        25.8065     50.0199     1.938270.00142274     1550  
531059         0.9613         25.8398     51.2169     1.982090.00141908     1548  
533692         0.96135        25.8732     51.2185     1.97960.00141542     1546  
533846         0.9614         25.9067     51.3605     1.982520.00141176     1544  
534994         0.96145        25.9403     51.3765     1.980560.00140811     1542  
535350         0.9615         25.974     51.4073     1.979180.00140446     1540  
539578         0.96155        26.0078     51.4178     1.977010.00140082     1538  
540702         0.9616         26.0417     51.4396     1.975280.00139719     1536  
541166         0.96165        26.0756     51.4444     1.972890.00139356     1534  
541390         0.9617         26.1097     51.462     1.970990.00138993     1532  
541462         0.96175        26.1438     51.5698     1.972540.00138631     1530  
542709         0.9618         26.178     51.5926     1.970840.00138269     1528  
543457         0.96185        26.2123     51.7654     1.974850.00137908     1526  
543969         0.9619         26.2467     51.8054     1.973790.00137547     1524  
544410         0.96195        26.2812     51.8099     1.971370.00137187     1522  
545970         0.962          26.3158     51.8783     1.971380.00136827     1520  
546037         0.962          26.3158     51.8783     1.971380.00136468     1520  
546952         0.96205        26.3505     51.9329     1.970850.00136468     1518  
547594         0.9621         26.3852     51.9428     1.968630.00136109     1516  
547925         0.96215        26.4201     51.9584     1.966630.0013575      1514  
549264         0.9622         26.455     52.0046     1.965770.00135392     1512  
549527         0.96225        26.4901     52.0711     1.965680.00135035     1510  
550601         0.9623         26.5252     52.1049     1.964350.00134678     1508  
551069         0.96235        26.5604     52.6649     1.982830.00134321     1506  
551496         0.9624         26.5957     52.6668     1.980270.00133965     1504  
551720         0.96245        26.6312     52.686     1.978360.0013361      1502  
552399         0.9625         26.6667     52.6874     1.975780.00133255     1500  
552766         0.96255        26.7023     52.6904     1.973260.001329       1498  
553014         0.9626         26.738     52.9496     1.980320.00132546     1496  
554011         0.96265        26.7738     53.0072     1.979820.00132192     1494  
554414         0.9627         26.8097     53.0588     1.979090.00131839     1492  
554912         0.96275        26.8456     53.0609     1.976520.00131486     1490  
555776         0.9628         26.8817     53.0623     1.973920.00131134     1488  
555874         0.96285        26.9179     53.0631     1.971290.00130782     1486  
556537         0.9629         26.9542     53.0687     1.968850.00130431     1484  
557433         0.96295        26.9906     53.204     1.971210.0013008      1482  
558309         0.963          27.027     53.274     1.971140.00129729     1480  
559782         0.96305        27.0636     53.402     1.97320.0012938      1478  
562166         0.9631         27.1003     53.4286     1.971520.0012903      1476  
562418         0.96315        27.137     53.5245     1.972380.00128681     1474  
564540         0.9632         27.1739     53.5453     1.970470.00128333     1472  
567619         0.96325        27.2109     53.5953     1.969630.00127985     1470  
567634         0.9633         27.248     53.6003     1.967130.00127637     1468  
568135         0.96335        27.2851     53.6687     1.966960.0012729      1466  
569107         0.9634         27.3224     53.7743     1.968140.00126943     1464  
569739         0.96345        27.3598     53.7799     1.965660.00126597     1462  
569861         0.9635         27.3973     53.8006     1.963720.00126252     1460  
570375         0.96355        27.4348     53.86      1.96320.00125906     1458  
572363         0.9636         27.4725     53.8753     1.961060.00125562     1456  
574298         0.96365        27.5103     54.0293     1.963970.00125217     1454  
574323         0.9637         27.5482     54.0497     1.962 0.00124874     1452  
575369         0.96375        27.5862     54.0777     1.960320.0012453      1450  
577109         0.9638         27.6243     54.1002     1.958430.00124188     1448  
577737         0.96385        27.6625     54.1046     1.955880.00123845     1446  
579280         0.9639         27.7008     54.164     1.955320.00123503     1444  
579597         0.96395        27.7393     54.248     1.955640.00123162     1442  
580431         0.964          27.7778     54.2648     1.953530.00122821     1440  
580647         0.96405        27.8164     54.2774     1.951270.00122481     1438  
580740         0.9641         27.8552     54.2963     1.949240.00122141     1436  
581088         0.96415        27.894     54.3063     1.946880.00121801     1434  
581117         0.9642         27.933     54.402     1.947590.00121462     1432  
582112         0.96425        27.972     54.5167     1.948970.00121123     1430  
582448         0.9643         28.0112     54.5399     1.947070.00120785     1428  
583387         0.96435        28.0505     54.5749     1.94560.00120448     1426  
583430         0.9644         28.0899     54.5769     1.942940.00120111     1424  
584657         0.96445        28.1294     54.7449     1.946180.00119774     1422  
586324         0.9645         28.169     54.7695     1.944320.00119438     1420  
587194         0.96455        28.2087     54.7706     1.941620.00119102     1418  
587702         0.9646         28.2486     54.8371     1.941230.00118767     1416  
589372         0.96465        28.2885     54.9835     1.943670.00118432     1414  
590382         0.9647         28.3286     54.9943     1.94130.00118098     1412  
590925         0.96475        28.3688     55.0015     1.93880.00117764     1410  
590968         0.9648         28.4091     55.1595     1.941610.0011743      1408  
591933         0.96485        28.4495     55.4045     1.947470.00117097     1406  
593675         0.9649         28.49      55.4175     1.945150.00116765     1404  
593868         0.96495        28.5307     55.5132     1.945740.00116433     1402  
594301         0.965          28.5714     55.5762     1.945170.00116102     1400  
595281         0.96505        28.6123     55.6266     1.944150.00115771     1398  
598856         0.9651         28.6533     55.6448     1.942 0.0011544      1396  
601090         0.96515        28.6944     55.6496     1.939390.0011511      1394  
601180         0.9652         28.7356     55.6536     1.936750.0011478      1392  
601336         0.96525        28.777     55.6562     1.934050.00114451     1390  
601831         0.9653         28.8184     55.6611     1.931440.00114123     1388  
603706         0.96535        28.86      55.7903     1.933130.00113794     1386  
604441         0.9654         28.9017     55.901     1.934170.00113467     1384  
605722         0.96545        28.9436     56.0154     1.935330.0011314      1382  
606273         0.9655         28.9855     56.0385     1.933330.00112813     1380  
606710         0.9655         28.9855     56.0385     1.933330.00112486     1380  
609597         0.96555        29.0276     56.3409     1.940940.00112486     1378  
610947         0.9656         29.0698     56.3544     1.938590.00112161     1376  
612121         0.96565        29.1121     56.457     1.93930.00111835     1374  
612640         0.9657         29.1545     56.5146     1.938450.0011151      1372  
613949         0.96575        29.1971     56.5172     1.935710.00111186     1370  
614052         0.9658         29.2398     56.5462     1.933880.00110862     1368  
615072         0.96585        29.2826     56.5939     1.932680.00110539     1366  
616097         0.9659         29.3255     56.6148     1.930560.00110216     1364  
617454         0.96595        29.3686     56.6512     1.928970.00109893     1362  
617816         0.966          29.4118     56.8526     1.932990.00109571     1360  
618852         0.96605        29.4551     56.867     1.930630.0010925      1358  
619505         0.9661         29.4985     56.9174     1.92950.00108929     1356  
620601         0.96615        29.5421     56.9206     1.926760.00108608     1354  
620761         0.9662         29.5858     57.1158     1.930510.00108288     1352  
623101         0.96625        29.6296     57.4757     1.93980.00107968     1350  
624024         0.9663         29.6736     57.4937     1.937540.00107649     1348  
625750         0.96635        29.7177     57.4985     1.934820.0010733      1346  
625771         0.9664         29.7619     57.5627     1.934110.00107012     1344  
625921         0.96645        29.8063     57.5987     1.932440.00106694     1342  
626730         0.9665         29.8507     57.6667     1.931830.00106377     1340  
629702         0.96655        29.8954     57.6819     1.929460.0010606      1338  
629907         0.9666         29.9401     57.7989     1.930480.00105744     1336  
630392         0.96665        29.985     57.8949     1.930790.00105428     1334  
630442         0.9667         30.03      57.9349     1.929230.00105112     1332  
633075         0.96675        30.0752     57.9552     1.927010.00104797     1330  
633922         0.9668         30.1205     58.0308     1.926620.00104483     1328  
635415         0.96685        30.1659     58.2686     1.93160.00104169     1326  
636073         0.9669         30.2115     58.4658     1.935220.00103855     1324  
636105         0.96695        30.2572     58.5338     1.934540.00103542     1322  
636718         0.967          30.303     58.565     1.932640.0010323      1320  
641351         0.96705        30.349     58.5842     1.930350.00102918     1318  
642242         0.9671         30.3951     58.6478     1.929510.00102606     1316  
642384         0.96715        30.4414     59.0474     1.939710.00102295     1314  
642644         0.9672         30.4878     59.2446     1.943220.00101984     1312  
643430         0.96725        30.5344     59.7171     1.955740.00101674     1310  
643465         0.9673         30.581     59.8419     1.956830.00101364     1308  
643889         0.96735        30.6279     59.8626     1.954510.00101055     1306  
646413         0.9674         30.6748     59.8656     1.951620.00100746     1304  
648159         0.96745        30.722     59.8776     1.949020.00100438     1302  
648193         0.9675         30.7692     59.8853     1.946270.0010013      1300  
650019         0.96755        30.8166     59.8918     1.943490.000998226     1298  
650134         0.9676         30.8642     60.0086     1.944280.000995157     1296  
651248         0.96765        30.9119     60.1254     1.945060.000992092     1294  
654409         0.9677         30.9598     60.1384     1.942470.000989033     1292  
656046         0.96775        31.0078     60.2044     1.941590.000985978     1290  
656305         0.9678         31.0559     60.2812     1.941050.000982928     1288  
657719         0.96785        31.1042     60.3604     1.940590.000979882     1286  
658173         0.9679         31.1526     60.4079     1.939090.000976841     1284  
658852         0.96795        31.2012     60.4092     1.936110.000973805     1282  
659582         0.968          31.25      60.4187     1.93340.000970774     1280  
661664         0.96805        31.2989     60.587     1.935750.000967748     1278  
662163         0.9681         31.348     60.619     1.933750.000964726     1276  
662248         0.96815        31.3972     60.6652     1.932190.000961709     1274  
663507         0.9682         31.4465     60.7354     1.931390.000958696     1272  
665749         0.96825        31.4961     60.8157     1.93090.000955689     1270  
667224         0.9683         31.5457     60.8199     1.927990.000952686     1268  
667846         0.96835        31.5956     60.9519     1.929130.000949687     1266  
669004         0.9684         31.6456     60.9579     1.926270.000946694     1264  
669586         0.96845        31.6957     60.9635     1.92340.000943705     1262  
671414         0.9685         31.746     61.241     1.929090.000940721     1260  
671763         0.96855        31.7965     61.2478     1.926240.000937742     1258  
671971         0.9686         31.8471     61.315     1.925290.000934767     1256  
672943         0.96865        31.8979     61.3752     1.924110.000931797     1254  
673305         0.9687         31.9489     61.409     1.92210.000928832     1252  
673427         0.96875        32         61.494     1.921690.000925872     1250  
676645         0.9688         32.0513     61.5885     1.921560.000922916     1248  
677567         0.96885        32.1027     61.6773     1.921250.000919965     1246  
678442         0.9689         32.1543     61.6941     1.918690.000917019     1244  
680759         0.96895        32.2061     61.7513     1.917380.000914077     1242  
681876         0.969          32.2581     61.9193     1.91950.00091114     1240  
686372         0.96905        32.3102     61.9993     1.918880.000908208     1238  
687891         0.9691         32.3625     62.005     1.915950.000905281     1236  
688843         0.96915        32.4149     62.086     1.915350.000902358     1234  
690598         0.9692         32.4675     62.163     1.914620.000899441     1232  
690999         0.96925        32.5203     62.1847     1.912180.000896527     1230  
693986         0.9693         32.5733     62.1888     1.90920.000893619     1228  
694495         0.96935        32.6264     62.193     1.906220.000890715     1226  
694586         0.9694         32.6797     62.2596     1.905140.000887816     1224  
694633         0.96945        32.7332     62.3052     1.903420.000884922     1222  
695248         0.9695         32.7869     62.4174     1.903730.000882032     1220  
695770         0.96955        32.8407     62.4444     1.901430.000879148     1218  
698710         0.9696         32.8947     62.4546     1.898620.000876268     1216  
699108         0.96965        32.9489     62.5734     1.89910.000873392     1214  
699177         0.9697         33.0033     62.5759     1.896050.000870522     1212  
700348         0.96975        33.0579     63.0984     1.908730.000867656     1210  
701971         0.9698         33.1126     63.4822     1.917160.000864794     1208  
702369         0.96985        33.1675     63.5018     1.914580.000861938     1206  
706194         0.9699         33.2226     63.5315     1.91230.000859086     1204  
708156         0.96995        33.2779     63.5343     1.909210.000856239     1202  
709034         0.97           33.3333     64.1153     1.923460.000853397     1200  
709139         0.97005        33.389     64.1306     1.920710.000850559     1198  
709157         0.9701         33.4448     64.135     1.917640.000847727     1196  
709579         0.97015        33.5008     64.2637     1.918270.000844898     1194  
709943         0.9702         33.557     64.5421     1.923350.000842075     1192  
711636         0.97025        33.6134     64.5821     1.921320.000839256     1190  
711682         0.9703         33.67      64.7181     1.922130.000836442     1188  
714226         0.97035        33.7268     64.7482     1.919780.000833633     1186  
714614         0.9704         33.7838     65.0758     1.926240.000830829     1184  
717024         0.97045        33.8409     65.1304     1.92460.000828029     1182  
717695         0.9705         33.8983     65.5489     1.933690.000825234     1180  
718171         0.97055        33.9559     65.5573     1.930660.000822444     1178  
719466         0.9706         34.0136     65.6013     1.928680.000819658     1176  
721173         0.97065        34.0716     65.766     1.930230.000816877     1174  
721173         0.9707         34.1297     65.8       1.927940.000814101     1172  
722001         0.97075        34.188     65.866     1.926580.00081133     1170  
722424         0.97075        34.188     65.866     1.926580.000808563     1170  
724473         0.9708         34.2466     66.4692     1.94090.000808563     1168  
725277         0.97085        34.3053     66.5214     1.93910.000805801     1166  
725985         0.9709         34.3643     66.5269     1.935930.000803044     1164  
726791         0.97095        34.4234     66.5444     1.933110.000800291     1162  
726802         0.971          34.4828     66.8402     1.938370.000797544     1160  
727226         0.97105        34.5423     67.0706     1.941690.000794801     1158  
728366         0.9711         34.6021     67.1111     1.939510.000792062     1156  
729095         0.97115        34.662     67.1477     1.937210.000789329     1154  
729761         0.9712         34.7222     67.15      1.933920.0007866      1152  
730740         0.97125        34.7826     67.606     1.943670.000783876     1150  
731768         0.9713         34.8432     67.6087     1.940370.000781156     1148  
732389         0.97135        34.904     67.8031     1.942560.000778441     1146  
735350         0.9714         34.965     67.8046     1.939210.000775731     1144  
736198         0.97145        35.0263     68.5306     1.956550.000773026     1142  
737899         0.9715         35.0877     68.5898     1.954810.000770326     1140  
738773         0.97155        35.1494     68.7008     1.954540.00076763     1138  
741180         0.9716         35.2113     68.7844     1.953480.000764939     1136  
742757         0.97165        35.2734     68.833     1.951420.000762252     1134  
743016         0.9717         35.3357     68.875     1.949160.000759571     1132  
743910         0.97175        35.3982     68.9231     1.947080.000756894     1130  
744296         0.9718         35.461     69.0197     1.946360.000754222     1128  
744765         0.97185        35.524     69.0222     1.942970.000751554     1126  
745338         0.9719         35.5872     69.0312     1.939780.000748892     1124  
752973         0.97195        35.6506     69.9968     1.963410.000746234     1122  
753102         0.972          35.7143     70.1343     1.963760.00074358     1120  
754125         0.97205        35.7782     70.175     1.961390.000740932     1118  
754989         0.9721         35.8423     70.4018     1.964210.000738288     1116  
757617         0.97215        35.9066     70.4144     1.961040.000735649     1114  
757978         0.9722         35.9712     70.4684     1.959020.000733014     1112  
758304         0.97225        36.036     70.6736     1.961190.000730385     1110  
758617         0.9723         36.1011     71.0019     1.966750.00072776     1108  
758908         0.97235        36.1664     71.5269     1.977720.00072514     1106  
760728         0.9724         36.2319     71.5272     1.974150.000722524     1104  
761760         0.97245        36.2976     71.6568     1.974140.000719913     1102  
762979         0.9725         36.3636     71.6582     1.97060.000717307     1100  
763345         0.97255        36.4299     71.676     1.967510.000714706     1098  
767422         0.9726         36.4964     71.6929     1.964390.00071211     1096  
767672         0.97265        36.5631     71.7001     1.961 0.000709518     1094  
768010         0.9727         36.63      71.7361     1.95840.000706931     1092  
768715         0.97275        36.6972     71.7397     1.954910.000704348     1090  
771090         0.9728         36.7647     71.9665     1.957490.000701771     1088  
772272         0.97285        36.8324     72.1597     1.959140.000699198     1086  
773627         0.9729         36.9004     72.1615     1.955580.000696629     1084  
773980         0.97295        36.9686     72.1972     1.952930.000694066     1082  
776909         0.973          37.037     72.2072     1.949590.000691507     1080  
777267         0.97305        37.1058     72.212     1.946110.000688953     1078  
777700         0.9731         37.1747     72.2138     1.942550.000686404     1076  
777788         0.97315        37.2439     72.3702     1.943140.000683859     1074  
778482         0.9732         37.3134     72.5352     1.943940.000681319     1072  
779115         0.97325        37.3832     72.624     1.942690.000678784     1070  
779227         0.9733         37.4532     72.7965     1.943670.000676254     1068  
779461         0.97335        37.5235     72.8505     1.941470.000673728     1066  
782012         0.9734         37.594     72.9305     1.939950.000671207     1064  
783162         0.97345        37.6648     72.9943     1.938 0.000668691     1062  
786733         0.9735         37.7358     73.0132     1.934850.000666179     1060  
786787         0.97355        37.8072     73.0528     1.932250.000663673     1058  
792725         0.9736         37.8788     73.1848     1.932080.000661171     1056  
794828         0.97365        37.9507     73.2208     1.929370.000658673     1054  
796557         0.9737         38.0228     73.2608     1.926760.000656181     1052  
797163         0.97375        38.0952     73.3739     1.926060.000653693     1050  
798448         0.9738         38.1679     73.3987     1.923050.00065121     1048  
800134         0.97385        38.2409     73.5677     1.92380.000648731     1046  
